"","area","TaxonName","presence","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon","Family"
"825","saanich","Oenothera glazioviana",1,"MCM West Saanich Road 1958, Marr Ogden Point parking lot beside Pilot House 2007.","","","","Oenothera glazioviana","Onagraceae"
"826","saanich","Olsynium douglasii",1,"Open, rocky outcrops; very common throughout in suitable habitats. Vars douglasii present.","","","","Olsynium douglasii","Iridaceae"
"827","saanich","Onobrychis viciifolia",1,"Native of Europe; grown for forage; escapee from cultivation in the Burnside and Sidney areas. No records CPNWH, CDC Explorer or iNaturalist.","","","","Onobrychis viciifolia","Fabaceae"
"828","saanich","Onopordum acanthium",1,"Native of Eurasia; naturalized weed; Victoria, Cadboro Bay, and the Uplands. Marr Langford Memorial Parkway 2004.","","","","Onopordum acanthium","Asteraceae"
"829","saanich","Oplopanax horridus",1,"Damp, alluvial flats; rare; known only from the Goldstream area, where it was collected by A. F. Szczawinski in 1955.","","","","Oplopanax horridus","Araliaceae"
"830","saanich","Opuntia fragilis",1,"Open, dry ground; first recorded from Gordon Head, where it was collected by Phipps in 1898; occasional in Gordon Head and the Beacon Hill area.","","","","Opuntia fragilis","Cactaceae"
"831","saanich","Opuntia polyacantha",1,"Reported from Cordova Bay by M. C. Melburn in 1953; specimen not examined. No coast collections found.","","","","Opuntia polyacantha","Cactaceae"
"832","saanich","Origanum vulgare",1,"Marr SE corner of Wilkinson and W Saanich Roads 2007. Several iNaturalist reports Victoria, Oak Bay, Langford.","","","","Origanum vulgare","Lamiaceae"
"833","saanich","Ornithogalum umbellatum",1,"Rocky outcrops Mt Douglas, Uplands Park. Persisting from cultivation.","","","","Ornithogalum umbellatum","Asparagaceae"
"834","saanich","Orthilia secunda",1,"Moist, coniferous forests; rare; known from Thetis Lake Park where it was collected by M. C. Melburn in 1959.","","","","Orthilia secunda","Ericaceae"
"835","saanich","Orthocarpus bracteosus",1,"Moist, open meadows; sporadic in Victoria, Oak Bay, Elk Lake, and Sidney. Known recently only from Trial Island.","","","","Orthocarpus bracteosus","Orobanchaceae"
"836","saanich","Osmorhiza berteroi",1,"Woodlands; common throughout.","","","","Osmorhiza berteroi","Apiaceae"
"837","saanich","Osmorhiza purpurea",1,"Wet, wooded areas; sporadic throughout.","","","","Osmorhiza purpurea","Apiaceae"
"838","saanich","Oxalis corniculata",1,"Native of Europe; waste places; occasional weed throughout.","","","","Oxalis corniculata","Oxalidaceae"
"839","saanich","Oxalis dillenii",1,"RTO Legislature grounds 1993.","Oxalis dillenii","","","Oxalis dillenii","Oxalidaceae"
"840","saanich","Oxalis exilis",1,"FL Oak Bay Marina spreading, weedy 2009. O. corniculata also at same site.","","","","Oxalis exilis","Oxalidaceae"
"841","saanich","Oxalis oregana",1,"iNaturalist observations Victoria, Oak Bay Saanich, Mt Douglas Park, Cordova Bay, Brentwood Bay. No herbarium records for area found. Widely cultivated and possibly naturalizing.","","","","Oxalis oregana","Oxalidaceae"
"842","saanich","Oxybasis rubra var. humilis",1,"Saline soil along the coast; sporadic.","","","","Oxybasis rubra humilis","Amaranthaceae"
"843","saanich","Oxytropis campestris var. spicata",1,"A&S1993 report from Trial Island. A&OC, RTO Trial Island 1981.","","","","Oxytropis campestris spicata","Fabaceae"
"844","saanich","Packera macounii",1,"Open woods and dry, open places; known from Saanich Road and Prospect Lake. MD Pike Lake 1976, GD Second Lake date?, Thetis Lake no collector info.","","","","Packera macounii","Asteraceae"
"845","saanich","Panicum capillare",1,"A&OC Langford 1976","","","","Panicum capillare","Poaceae"
"846","saanich","Panicum miliaceum ssp. ruderale",1,"AC Broad & Broughton Sts 1995, Betts Bazan Bay Rd 1990.","","","","Panicum miliaceum ruderale","Poaceae"
"847","saanich","Papaver rhoeas",1,"Native of Europe; escapee from cultivation; in waste places and old fields.","","","","Papaver rhoeas","Papaveraceae"
"848","saanich","Papaver somniferum",1,"Native of Europe; grown as an ornamental; occasional escapee from cultivation.","","","","Papaver somniferum","Papaveraceae"
"849","saanich","Pascopyrum smithii",1,"No Saanich collections found at V. CDC Explorer nearest Bellingham.","","","","Elymus smithii","Poaceae"
"850","saanich","Pastinaca sativa",1,"Native of Europe; occasional; common cultivated parsnip, sometimes escaped and established along roadsides, ditches, and disturbed sites.","","","","Pastinaca sativa","Apiaceae"
"851","saanich","Paxistima myrsinites",1,"Open woods and thickets; common throughout.","","","","Paxistima myrsinites","Celastraceae"
"852","saanich","Pectiantia ovalis",1,"Moist, shady woods, along creeks; sporadic in the Goldstream area. AC 1995.","","","","Brewerimitella ovalis","Saxifragaceae"
"853","saanich","Pectiantia pentandra",1,"Moist woods and streambanks; rare; Goldstream area; not collected recently.","","","","Pectiantia pentandra","Saxifragaceae"
"854","saanich","Pentaglottis sempervirens",1,"Established Swan Lake 2019-2021. Many iNaturalist reports.","","","","Pentaglottis sempervirens","Boraginaceae"
"855","saanich","Pentagramma triangularis",1,"Rocky ledges and crevices; collected at Cedar Hill in 1915 and Fairfield in 1934; presently known from Mount Douglas, Thetis Lake Park, Langford, and Goldstream areas; most abundant in Langford and Goldstream; known in British Columbia only from the dry southeastern part of Vancouver Island.","","","","Pentagramma triangularis","Pteridaceae"
"856","saanich","Perideridia montana",1,"Open ground; woodland and wet meadows; sporadic throughout. HJ Bear Hill observation moderatly abundant in moss balds Aug 5/03.","","","","Perideridia gairdneri","Apiaceae"
"857","saanich","Perideridia oregana",1,"No nearby collections found.","","","","Perideridia oregana","Apiaceae"
"858","saanich","Persicaria amphibia",1,"Ponds and swamps throughout; amphibium and coccineum merged in H&C2018","","","","Persicaria amphibia","Polygonaceae"
"859","saanich","Persicaria hydropiper",1,"Native of Europe; occasional in cultivated fields and waste places. Only herbarium record found from Native Plant Garden at V.","","","","Persicaria hydropiper","Polygonaceae"
"860","saanich","Persicaria hydropiperoides",1,"Moist and swampy areas, often growing in mud; sporadic throughout. AC Prospect Lake 1970, JP Beaver Lake 2001, Warrington Elk Lake 1980.","","","","Persicaria hydropiperoides","Polygonaceae"
"861","saanich","Persicaria lapathifolia",1,"Widely distributed throughout in wet places; locally a common weed; variable species with a number of segregates recognized.","","","","Persicaria lapathifolia","Polygonaceae"
"862","saanich","Persicaria maculosa",1,"Native of Europe; a common and widely distributed weed throughout; mostly on moist, cultivated land.","","","","Persicaria maculosa","Polygonaceae"
"863","saanich","Persicaria wallichii",1,"UBC 1912 record with general area Islands South, Victoria.","","","","Persicaria wallichii","Polygonaceae"
"864","saanich","Petasites frigidus var. palmatus",1,"Moist woods, swampy places, and wet meadows; sporadic and locally abundant throughout in suitable habitats.","","","","Petasites frigidus palmatus","Asteraceae"
"865","saanich","Petrorhagia saxifraga",1,"Lomer, Penny, Douglas Malahat summit roadside 1999. Out side area.","","","","Petrorhagia saxifraga","Caryophyllaceae"
"866","saanich","Petroselinum crispum",1,"TCB Ogden Point 1987, FL Helijet parking area 2002. Cruickshank Sidney Spit iNaturalist observaton 2017. On Lomer & Penny's non-established list.","","","","Petroselinum crispum","Apiaceae"
"867","saanich","Phacelia linearis",1,"Dry, open places; known from Mount Douglas; first recorded from the Outer Wharf, Victoria, by J. Macoun in 1913.","","","","Phacelia linearis","Boraginaceae"
"868","saanich","Phacelia tanacetifolia",1,"Marr Cultivated beneath fruit trees as a bee plant W Saanich Road 2006. iNaturalist report Wark Street Commons 2020. On Lomer & Penny's non-established list.","","","","Phacelia tanacetifolia","Boraginaceae"
"869","saanich","Phalaris aquatica",1,"Saanichton Experimental Farm 1939.","","","","Phalaris aquatica","Poaceae"
"870","saanich","Phalaris arundinacea",1,"Native of Eurasia; wet places; Swan and Blenkinsop Lakes, Thetis Lake Park, and throughout the Saanich area.","","","","Phalaris arundinacea","Poaceae"
"871","saanich","Phalaris canariensis",1,"Native of Europe; rare; collected at Oak Bay by M. C. Melburn in 1958. TMCT Teanook Lake 1963. Several other records at V.","","","","Phalaris canariensis","Poaceae"
"872","saanich","Philadelphus lewisii",1,"Open, dry, wooded areas and talus slopes; occasional at Beacon Hill, Oak Bay, Saanichton, and Sidney.","","","","Philadelphus lewisii","Hydrangeaceae"
"873","saanich","Phleum pratense",1,"Native of Europe; open grassy fields; common throughout.","","","","Phleum pratense","Poaceae"
"874","saanich","Phragmites australis ssp. australis",1,"Cosmopolitan; rare; known only from Elk Lake where it was collected by J. Macoun in 1914. Now?","","","","Phragmites australis australis","Poaceae"
"875","saanich","Phyllospadix scouleri",1,"On rocks submerged at least at lowest tide; beach at Beacon Hill, Harling Point, and Sidney.","","","","Phyllospadix scouleri","Zosteraceae"
"876","saanich","Phyllospadix serrulatus",1,"Many collections Victoria TCB","","","","Phyllospadix serrulatus","Zosteraceae"
"877","saanich","Physocarpus capitatus",1,"Moist woods, streambanks and lake margins; common throughout.","","","","Physocarpus capitatus","Rosaceae"
"878","saanich","Picea sitchensis",1,"Rare; sizeable trees known from Lost and Blenkinsop Lakes, Highland district, and the Sidney area. It is occasionally used as an ornamental, but on the peninsula it is especially susceptible to defoliation by red spider and to malformation by spruce gall. HLR reports previously abundant in wetlands now Mitchel Farms","","","","Picea sitchensis","Pinaceae"
"879","saanich","Pinus contorta var. contorta",1,"Swamps and rocky places; Oak Bay, Lost Lake, Royal Oak, Sidney, and Langford areas; not very common.","","","","Pinus contorta contorta","Pinaceae"
"880","saanich","Pinus monticola",1,"Rare; restricted to the Saanichton and Sidney areas; recorded from Victoria in 1937 by V. E. L. Goddard; strongly susceptible to white pine blister rust.","","","","Pinus monticola","Pinaceae"
"881","saanich","Plagiobothrys chorisianus",1,"No records north of California found.","not in FPNW2","","","Plagiobothrys chorisianus","Boraginaceae"
"882","saanich","Plagiobothrys cusickii",1,"Davidson Victoria footpath 1913. Annotated Matt Guilliams UBC, 2018. Recheck V vouchers. MCM Duncan 1965.","","","","Plagiobothrys scouleri cusickii","Boraginaceae"
"883","saanich","Plagiobothrys figuratus",1,"Open, moist lowlands; known mainly from Saanich, being most abundant near Lost Lake and Sidney. Often misidentified and confused with Plagiobothrys scouleri (H. & A.) Johnst. which is superficially similar. (Allocarya figurata Piper) No recent collections.","","","","Plagiobothrys figuratus","Boraginaceae"
"884","saanich","Plagiobothrys scouleri",1,"Moist, open ground; the most common Plagiobothrys in the area; abundant in the Victoria and Oak Bay areas.","","","","Plagiobothrys scouleri","Boraginaceae"
"885","saanich","Plagiobothrys tenellus",1,"Dry, open places; known from Victoria West, Mount Douglas, Lone Tree Hill and the Sidney areas; now possibly extirpated.","","","","Plagiobothrys tenellus","Boraginaceae"
"886","saanich","Plantago coronopus",1,"Starzomski iNaturalist observation Great Chain Island 2021. Appears well established. McGhee Trafalgar Park, Oak Bay iNaturalist observation 2021. Only herbarium record nearby MCM Ladysmith 1965.","","","","Plantago coronopus","Plantaginaceae"
"887","saanich","Plantago elongata",1,"ocky places along the Coast; common at Victoria, Ten Mile Point, Telegraph Bay, and Sidney; locally very abundant.","","","","Plantago elongata","Plantaginaceae"
"888","saanich","Plantago lanceolata",1,"Native of Europe; an abundant weed in lawns and waste ground throughout.","","","","Plantago lanceolata","Plantaginaceae"
"889","saanich","Plantago major",1,"Native of Europe; a weed of roadsides, lawns, and other disturbed sites; locally very abundant.","","","","Plantago major","Plantaginaceae"
"890","saanich","Plantago maritima",1,"Banks, cliffs, and salt marshes; common along the Coast.","","","","Plantago maritima","Plantaginaceae"
"891","saanich","Platanthera dilatata",1,"Swampy and wet meadows; Beaver Lake, Goldstream, and the Highland district; not collected recently; var. leucostachys (Lindl.) Ames, is known from Esquimalt, Goldstream, and the Highland district, where it is locally quite abundant.","","","","Platanthera dilatata","Orchidaceae"
"892","saanich","Platanthera elegans ssp. elegans",1,"Recheck V voucher for Habenaria unalaschensis v. maritima there Trial Island, Uplands Park. HLR Mill Hill report in BEN344.","","","","Platanthera elegans elegans","Orchidaceae"
"893","saanich","Platanthera elongata",1,"TCB Discovery Island 1991, Prudek Ten Mile Point 1989, A&OC Butchart Gardens 1999.","","","","Platanthera elongata","Orchidaceae"
"894","saanich","Platanthera huronensis",1,"Swamp and wet meadows; sporadic throughout. Check V vouchers comp P. huronensis vs. P. aquilonis","","","","Platanthera huronensis","Orchidaceae"
"895","saanich","Platanthera orbiculata",1,"Very rare; our only record is from Thetis Lake, where it was collected by H. Toms in 1929.","","","","Platanthera orbiculata","Orchidaceae"
"896","saanich","Platanthera stricta",1,"Rare; known only from Goldstream, where it was collected by G. A. Hardy in 1924. No voucher at V.","","","","Platanthera stricta","Orchidaceae"
"897","saanich","Platanthera transversa",1,"A&OC and others many collections throughout.","","","","Platanthera transversa","Orchidaceae"
"898","saanich","Platanthera unalascensis",1,"Grassy, open places, dry coniferous forests, chaparral; occasional throughout; most abundant in the Highland district.","","","","Platanthera unalascensis","Orchidaceae"
